x,y
717,-140.8
309,212.0
266,70.39999999999998
288,60.799999999999955
309,209.60000000000002
264,60.799999999999955
311,209.60000000000002
261,68.0
284,60.799999999999955
310,209.60000000000002
259,58.39999999999998
311,207.19999999999993
257,58.39999999999998
254,65.59999999999997
277,56.0
312,207.19999999999993
252,65.59999999999997
274,56.0
250,56.0
532,-164.8
247,63.19999999999999
270,53.599999999999966
245,53.599999999999966
243,53.599999999999966
240,51.19999999999999
238,60.799999999999955
260,51.19999999999999
236,51.19999999999999
233,48.80000000000001
231,48.80000000000001
229,48.80000000000001
226,46.39999999999998
224,56.0
246,46.39999999999998
222,46.39999999999998
219,44.0
217,53.599999999999966
239,44.0
214,44.0
212,51.19999999999999
235,41.599999999999966
210,51.19999999999999
232,41.599999999999966
207,41.599999999999966
322,192.79999999999995
205,39.19999999999999
323,192.79999999999995
202,39.19999999999999
200,39.19999999999999
198,39.19999999999999
324,190.39999999999998
196,36.80000000000001
285,1104.8
325,190.39999999999998
193,46.39999999999998
216,34.39999999999998
325,190.39999999999998
191,34.39999999999998
641,3.1999999999999886
179,-18.400000000000034
745,-54.400000000000034
716,-66.40000000000003
387,-114.40000000000003
325,188.0
189,34.39999999999998
186,44.0
208,34.39999999999998
184,34.39999999999998
328,185.60000000000002
181,32.0
137,903.2
179,29.599999999999966
176,41.599999999999966
199,32.0
174,29.599999999999966
172,27.19999999999999
169,29.599999999999966
166,39.19999999999999
189,29.599999999999966
164,27.19999999999999
162,27.19999999999999
159,27.19999999999999
156,36.80000000000001
179,27.19999999999999
154,22.399999999999977
152,36.80000000000001
175,22.399999999999977
150,22.399999999999977
147,20.0
145,34.39999999999998
166,20.0
142,20.0
140,20.0
138,20.0
135,32.0
157,17.599999999999966
399,-128.8
423,-155.20000000000002
514,-164.8
132,20.0
130,17.599999999999966
510,-167.20000000000002
128,15.199999999999989
126,29.599999999999966
147,15.199999999999989
338,171.19999999999993
123,29.599999999999966
144,15.199999999999989
338,171.19999999999993
121,17.599999999999966
121,15.199999999999989
115,12.800000000000011
113,12.800000000000011
133,12.800000000000011
111,12.800000000000011
108,27.19999999999999
130,-25.600000000000023
106,10.399999999999977
103,10.399999999999977
101,10.399999999999977
99,27.19999999999999
120,10.399999999999977
97,27.19999999999999
118,8.0
94,8.0
91,8.0
88,8.0
87,8.0
84,8.0
82,5.599999999999966
79,5.599999999999966
76,5.599999999999966
74,5.599999999999966
56,-23.19999999999999
72,5.599999999999966
34,-40.0
504,-145.60000000000002
192,-268.0
129,-344.8
350,156.79999999999995
69,5.599999999999966
67,3.1999999999999886
351,154.39999999999998
65,3.1999999999999886
62,3.1999999999999886
351,159.19999999999993
60,22.399999999999977
79,3.1999999999999886
57,22.399999999999977
77,-20.80000000000001
352,154.39999999999998
55,20.0
74,-20.80000000000001
53,5.599999999999966
84,-23.19999999999999
51,-23.19999999999999
48,0.8000000000000114
45,0.8000000000000114
43,20.0
62,-23.19999999999999
41,20.0
59,-23.19999999999999
473,-150.4
38,17.599999999999966
25,-40.0
57,-56.80000000000001
35,17.599999999999966
55,-40.0
33,-40.0
30,-42.400000000000034
28,-30.400000000000034
26,-37.60000000000002
24,-25.600000000000023
21,-25.600000000000023
18,-28.0
16,-25.600000000000023
14,-28.0
11,17.599999999999966
33,-25.600000000000023
9,-25.600000000000023
6,-25.600000000000023
4,-32.80000000000001
365,147.19999999999993
2,17.599999999999966
8,-25.600000000000023
0,17.599999999999966
19,-32.80000000000001
0,17.599999999999966
28,-35.19999999999999
366,152.0
0,17.599999999999966
26,-40.0
366,147.19999999999993
0,-40.0
367,144.79999999999995
0,-32.80000000000001
405,-138.40000000000003
0,-42.400000000000034
405,-126.40000000000003
0,-37.60000000000002
255,1059.2
0,-37.60000000000002
0,-30.400000000000034
238,1044.8
0,-28.0
140,-47.19999999999999
409,-95.19999999999999
109,-119.19999999999999
408,-227.20000000000002
208,-248.8
141,-299.2
120,-368.8
0,-28.0
0,-28.0
0,-28.0
0,-28.0
0,-28.0
0,-30.400000000000034
0,-30.400000000000034
0,-30.400000000000034
0,-32.80000000000001
0,-30.400000000000034
0,-32.80000000000001
0,-30.400000000000034
0,-30.400000000000034
0,-30.400000000000034
0,-30.400000000000034
0,-37.60000000000002
418,-90.40000000000003
378,-256.0
0,-42.400000000000034
22,-109.60000000000002
673,-56.80000000000001
382,128.0
250,1049.6
576,1217.6
403,-268.0
358,96.79999999999995
419,-95.19999999999999
398,-284.8
520,-328.0
626,-388.0
357,96.79999999999995
355,99.19999999999999
354,99.19999999999999
355,99.19999999999999
354,99.19999999999999
354,99.19999999999999
719,-172.0
391,-90.40000000000003
349,99.19999999999999
341,106.39999999999998
340,106.39999999999998
339,106.39999999999998
339,106.39999999999998
339,106.39999999999998
338,106.39999999999998
332,111.19999999999999
331,113.60000000000002
325,113.60000000000002
325,113.60000000000002
323,116.0
322,116.0
321,116.0
321,118.39999999999998
321,118.39999999999998
321,118.39999999999998
319,118.39999999999998
318,118.39999999999998
310,125.60000000000002
310,125.60000000000002
309,125.60000000000002
308,128.0
308,128.0
308,128.0
307,128.0
305,128.0
302,132.79999999999995
302,132.79999999999995
301,132.79999999999995
300,135.19999999999993
299,137.60000000000002
1,1205.6
109,-109.60000000000002
400,-263.20000000000005
313,984.8
297,140.0
296,140.0
936,5.599999999999966
288,144.79999999999995
285,142.39999999999998
1068,-400.0
428,1236.8
294,144.79999999999995
292,144.79999999999995
402,980.0
292,147.19999999999993
511,-172.0
924,-174.4
282,147.19999999999993
723,-16.0
290,149.60000000000002
285,152.0
289,154.39999999999998
284,154.39999999999998
284,156.79999999999995
278,156.79999999999995
281,159.19999999999993
277,159.19999999999993
276,159.19999999999993
251,1047.2
1041,219.19999999999993
1161,209.60000000000002
1062,173.60000000000002
273,156.79999999999995
1078,113.60000000000002
1186,94.39999999999998
1119,94.39999999999998
934,27.19999999999999
626,27.19999999999999
880,3.1999999999999886
658,-11.199999999999989
1040,-28.0
1004,-44.80000000000001
735,-47.19999999999999
900,-92.80000000000001
1039,-97.60000000000002
841,-100.0
419,-107.19999999999999
694,-114.40000000000003
910,-121.60000000000002
660,-133.60000000000002
725,-152.8
1049,-184.0
554,-200.8
903,-212.8
1012,-256.0
1098,-277.6
975,-308.8
598,1203.2
318,1128.8
247,1056.8
1234,195.19999999999993
1090,195.19999999999993
1156,159.19999999999993
281,159.19999999999993
1143,149.60000000000002
1196,120.79999999999995
933,41.599999999999966
1034,36.80000000000001
735,-32.80000000000001
1065,-68.80000000000001
658,-78.40000000000003
135,-78.40000000000003
729,-90.40000000000003
414,-121.60000000000002
275,-128.8
901,-136.0
505,-140.8
711,-148.0
435,-174.4
960,-184.0
634,1205.6
1167,238.39999999999998
876,8.0
760,-8.800000000000011
392,-88.0
121,-90.40000000000003
669,-145.60000000000002
529,-179.20000000000002
132,-340.0
525,-380.8
384,922.3999999999999
283,171.19999999999993
507,-145.60000000000002
278,176.0
279,171.19999999999993
278,168.79999999999995
277,168.79999999999995
276,168.79999999999995
275,176.0
992,147.19999999999993
1197,130.39999999999998
715,-148.0
659,-160.0
273,166.39999999999998
1001,132.79999999999995
347,1140.8
246,1059.2
1211,214.39999999999998
1029,212.0
1186,106.39999999999998
1022,84.79999999999995
1041,-1.6000000000000227
1026,-107.19999999999999
916,-157.60000000000002
340,1109.6
257,1066.3999999999999
273,168.79999999999995
1166,152.0
984,147.19999999999993
1046,101.59999999999997
1189,94.39999999999998
814,68.0
1035,-107.19999999999999
402,-107.19999999999999
725,-145.60000000000002
539,-160.0
628,-162.4
906,-164.8
641,-203.20000000000002
915,-268.0
269,1080.8
142,903.2
275,161.60000000000002
1012,84.79999999999995
255,1061.6
271,161.60000000000002
1135,116.0
898,104.0
853,96.79999999999995
699,36.80000000000001
1035,8.0
925,-124.0
683,-160.0
513,-272.8
146,-311.2
392,-359.2
521,-366.4
1054,-371.2
629,-385.6
157,-400.0
292,1095.2
244,1054.3999999999999
1018,204.79999999999995
1203,168.79999999999995
275,161.60000000000002
1072,140.0
1092,120.79999999999995
1002,116.0
1054,70.39999999999998
943,12.800000000000011
1048,8.0
878,0.8000000000000114
897,-35.19999999999999
739,-52.0
1015,-54.400000000000034
407,-92.80000000000001
1042,-150.4
678,-160.0
887,-188.8
717,-210.4
897,-229.6
392,-277.6
379,-364.0
529,-371.2
346,1126.3999999999999
273,161.60000000000002
727,-30.400000000000034
897,-179.20000000000002
247,1052.0
273,180.79999999999995
1051,-20.80000000000001
718,-181.6
519,-311.2
264,1071.2
1063,135.19999999999993
1195,116.0
938,104.0
1115,101.59999999999997
1011,-239.20000000000002
255,1059.2
271,178.39999999999998
138,-340.0
271,185.60000000000002
270,178.39999999999998
270,164.0
269,180.79999999999995
269,180.79999999999995
265,183.19999999999993
266,185.60000000000002
266,185.60000000000002
261,164.0
261,185.60000000000002
261,188.0
261,188.0
1177,188.0
262,188.0
1240,51.19999999999999
262,188.0
1254,190.39999999999998
260,188.0
1205,180.79999999999995
255,190.39999999999998
255,190.39999999999998
258,192.79999999999995
258,192.79999999999995
255,195.19999999999993
255,192.79999999999995
255,192.79999999999995
258,192.79999999999995
254,195.19999999999993
249,197.60000000000002
